"","course_instructor","course_name","course_rating","course_university","course_review_num","course_desc","course_url","course_provider","course_price"
"72","Shani Raja","Writing With Flair: How To Become An Exceptional Writer",10,"","50 reviews","Principles and tactics to make your blogs, essays and business writing sparkle","https://www.coursetalk.com/providers/udemy/courses/writing-with-flair-how-to-become-an-exceptional-writer","Udemy","$299.00"
"73","Lazaro Diaz","Convert HEX to Decimal in under 30 seconds!",10,"","51 reviews","This course is geared for Cisco's,  CCNA (200-120) certification exam as well as other courses needed for conversions.","https://www.coursetalk.com/providers/udemy/courses/convert-hex-to-decimal-in-under-30-seconds","Udemy","$10.00"
"74","Jim Bruce","Guitar Lessons",10,"","51 reviews","Guitar lessons covering all major blues styles and artists. Top guitar instructor teaches old blues guitar.","https://www.coursetalk.com/providers/udemy/courses/guitar-lessons-blues-guitar-from-texas-to-the-delta","Udemy","$199.00"
"75","Abdul Wali","Complete Website & CMS in PHP & MySQL From Scratch!",10,"","54 reviews","A Web Development Project (CMS) Using PHP, MySQLi with Admin Panel, Commenting System & Dynamic Website from Scratch.","https://www.coursetalk.com/providers/udemy/courses/create-a-websitecms-from-scratch-in-php","Udemy","$99.00"
"76","Navin Prithyani, Robert Zach, Armand L'Ortije","Forex Watchers: Trader Program",10,"","50 reviews","This course qualifies the student to join the community program at Forex Watchers. Ranked in Top 10 at FXStreet.","https://www.coursetalk.com/providers/udemy/courses/forex-watchers-trader-program","Udemy","$299.00"
"77","Tiago Baciotti Moreira","Aprendendo terminal Linux pondo a mão na massa!",10,"","62 reviews","Aprenda comandos práticos e úteis para te ajudar a resolver problemas do mundo real. Focado em resultados.","https://www.coursetalk.com/providers/udemy/courses/aprendendo-terminal-linux-pondo-a-mao-na-massa","Udemy","$49.00"
"78","Joel Widmer","Productivity Hacks: Free Up Your Time & Make More Money Now",10,"","54 reviews","Learn the EXACT hacks to make more money & save hours every day. Easy strategies you can get real results from today!","https://www.coursetalk.com/providers/udemy/courses/productivity-hacks-free-up-your-time-make-more-money-now","Udemy","$299.00"
"79","Vanessa Van Edwards","Body Language for Entrepreneurs",10,"","56 reviews","Use nonverbal communication to increase your income and influence as a business owner. Master body language for success.","https://www.coursetalk.com/providers/udemy/courses/body-language-for-entrepreneurs","Udemy","$199.00"
"80","Syed Hassan Bukhari","Traffic Secrets: Social Media Traffic for 1000's of visitors",10,"","54 reviews","Learn how you can drive lots of targeted traffic without doing any effort or SEO for your website and blast your sales","https://www.coursetalk.com/providers/udemy/courses/traffic-secrets-traffic-of-1000s-of-visitors-without-seo","Udemy","$49.00"
"81","Bogdan Vaida","Personality Boost",10,"","46 reviews","Develop your strengths and tackle your weaknesses using D.I.S.C., a world-renowned behavior test","https://www.coursetalk.com/providers/udemy/courses/test-your-personality-using-the-disc-assessment-tool","Udemy","$197.00"
"82","Monica Vicente","Cómo preparar una tarta Kit Kat con cerditos",10,"","47 reviews","Aprende a elaborar esta deliciosa tarta ideal para cualquier ocasión","https://www.coursetalk.com/providers/udemy/courses/como-preparar-una-tarta-kit-kat-con-cerditos","Udemy","$9.00"
"83","Ralph A. Morelli","Mobile Computing with App Inventor – CS Principles",10,"Trinity College","47 reviews","Learn to use the open development tool, App Inventor, to program on Android devices. You will learn how to design and build mobile apps -- apps that are aware of their location, send and receive text messages, and give advice and directions. The only limit on the types of apps you will learn to build is your own imagination!

However, computer science is not just about coding and building apps. We will also learn some of  the fundamental principles of computer science. We'll learn about the potential and the limitations of computing and coding. We'll learn how the Internet works and about the positive and negative aspects of computing in today's society, and much more!

For these broader computing concepts we will work within an emerging curricular framework -- the Computer Science Principles (CSP). The CSP framework is being developed by leading computer science educators from around the country under the auspices of the College Board and with funding support of the National Science Foundation.

In addition to programming and CSP the course is project-based and emphasizes writing, communication, and creativity. Multiple-choice questions, in the style that students can expect to encounter on the AP exam, will also be a key component of this course.","https://www.coursetalk.com/providers/edx/courses/mobile-computing-with-app-inventor-cs-principles","edX","Free"
"84","Marcos Garcia, PMP","The Common Sense Approach to Learning PMP Project Management",10,"","47 reviews","Learn the PMBOK 5 and pass the Project Management Professional PMP or the  CAPM exam on your first attempt!","https://www.coursetalk.com/providers/udemy/courses/pass-the-project-management-professional-pmp-exam-now","Udemy","$59.00"
"85","John Bura","1 Hour HTML",10,"","45 reviews","Learn how to code in HTML in 1 hour. This class is set up for complete beginners!","https://www.coursetalk.com/providers/udemy/courses/1-hour-html","Udemy","$99.00"
"86","Anthony Monfet","Amazon FBA - Discover How to Earn $1,000s Per Month in 2016!",10,"","46 reviews","Use Fulfillment by Amazon (FBA) Program to Make Sales on Multiple Marketplaces Online (i.e. eBay, Amazon, Sears & More)","https://www.coursetalk.com/providers/udemy/courses/amazon-fba-discover-how-to-earn-1000s-per-month-in-2015","Udemy","$300.00"
"87","Academy of Financial Training AFT -","Learn Financial Modeling from Scratch",10,"","48 reviews","Confidently & quickly create your own financial models. Quickly check even complicated models prepared by others!","https://www.coursetalk.com/providers/udemy/courses/learn-financial-modeling-from-scratch","Udemy","$149.00"
"88","BenJamin Wilson","Twitter For Business: Attract 200+ Lifelong Customers a Day!",10,"","48 reviews","Twitter: Optimize your Profile, Learn Best Practices & Attract 200+ Genuine and Targeted Twitter followers Every Day!","https://www.coursetalk.com/providers/udemy/courses/twitter-for-business-attract-200-lifelong-customers-a-day","Udemy","$199.00"
"89","Zach Obront","Productivity Strategies to Destroy Your Inner Procrastinator",10,"","49 reviews","Dive deep into the secrets of psychology and learn how to hone your most important weapon: your mind!","https://www.coursetalk.com/providers/udemy/courses/productivity-strategies-to-destroy-your-inner-procrastinator","Udemy","$79.00"
"90","Doron Meir","4 Creative Breakthroughs",10,"","45 reviews","Writers, Designers, Developers, Artists: how to get ideas, achieve better quality, and avoid creative frustration!","https://www.coursetalk.com/providers/udemy/courses/4-creative-breakthroughs","Udemy","$15.00"
"91","Pablo Muñoz Sánchez","Introduction to Game Localization",10,"","43 reviews","Become a translator, tester or project manager specialized in gamelocalization and get paid for your gaming passion","https://www.coursetalk.com/providers/udemy/courses/introduction-to-game-localization","Udemy","$129.00"
"92","Mike Russell","Adobe Audition CC Audio Production Course Basics to Expert",10,"","42 reviews","Learn Adobe Audition audio editing tips, tricks and audio production secrets with Mike Russell in a complete A-Z course.","https://www.coursetalk.com/providers/udemy/courses/adobe-audition-cc-audio-production-course-basics-to-expert","Udemy","$147.00"
"93","M. Mawy","Facebook Marketing & Advertising Secrets to 10X leads [2015]",10,"","44 reviews","Facebook Marketing / Advertising Proven Techniques to get Quality Leads - 10x Cheaper ads [updated for 2015]","https://www.coursetalk.com/providers/udemy/courses/facebook-advertising-secrets-to-10x-conversions-2015","Udemy","$99.00"
